param n:= 102; 
param m:= 4; 
param t_max:= 85.0; 
param: utility:= 
65  26.25 13.93 58.9 22.85 58.83 13.15 9.49 25.32 21.95 46.17 46.32 21.84 25.71 30.81 22.63 45.04 50.54 48.1 26.25 24.17 40.79 26.91 33.38 23.0 10.44 17.72 41.88 48.1 37.34 25.18 31.58 34.48 36.07 43.93 56.29 38.33 29.02 6.4 37.22 29.55 49.04 31.06 19.1 20.52 62.13 49.2 68.51 53.24 45.8 50.45 39.01 43.0 47.27 6.4 7.21 17.89 20.62 24.21 20.0 26.63 26.25 31.58 36.07 19.85 12.21 0.0 42.94 13.93 41.34 55.58 59.62 54.01 57.38 18.79 25.08 34.99 48.17 34.01 42.06 9.43 41.79 17.0 56.65 53.01 38.01 11.4 31.06 34.37 27.29 29.97 42.8 46.86 51.79 46.39 12.04 18.36 31.89 24.52 24.19 23.77 19.72 26.25 
66  30.41 29.15 25.0 47.01 30.81 55.54 49.98 67.42 21.02 42.8 55.01 22.02 29.07 13.15 22.36 47.17 29.15 60.42 55.0 60.83 36.06 20.0 15.81 25.0 36.4 57.01 21.21 15.81 29.15 35.36 33.84 55.9 64.2 52.33 61.03 25.0 21.02 40.8 45.31 26.93 36.12 21.84 26.17 53.34 78.79 70.6 37.0 68.54 20.25 19.92 41.59 44.42 50.77 44.6 35.78 30.27 22.47 19.65 23.41 16.76 17.69 45.35 13.0 25.5 46.1 42.94 0.0 35.36 61.85 46.1 38.08 50.25 68.48 61.72 18.03 22.36 12.17 9.22 7.28 51.31 56.3 38.12 37.59 24.04 7.28 31.78 64.07 73.55 42.58 51.48 18.44 17.89 56.3 41.23 32.2 47.17 62.01 20.52 18.79 19.42 23.26 30.41 
67  30.41 10.0 55.9 34.06 57.87 26.17 23.41 38.01 17.09 51.79 55.46 13.6 12.04 25.94 21.21 52.2 50.99 58.31 39.05 38.08 45.28 25.5 22.36 11.18 18.03 31.62 41.23 44.72 40.0 31.62 36.67 46.1 49.2 52.8 65.0 25.0 17.09 8.06 45.31 32.02 52.01 31.26 9.22 33.84 73.88 61.52 66.85 64.4 44.27 47.93 45.61 49.73 55.03 19.72 11.4 21.59 14.32 20.88 17.26 21.93 17.69 40.71 32.7 20.0 25.0 13.93 35.36 0.0 53.15 60.21 60.83 60.21 67.74 30.15 18.03 35.36 43.57 26.17 32.45 18.25 52.15 25.55 58.42 51.26 32.45 12.65 44.78 48.05 36.24 41.23 41.11 44.38 60.17 51.48 6.08 30.41 45.22 14.87 18.79 16.64 15.52 30.41 
68  31.62 46.1 60.83 19.1 55.08 38.08 34.54 39.12 47.51 28.23 14.87 51.87 62.37 49.98 42.49 22.36 46.1 11.18 15.81 25.0 30.41 42.72 62.65 57.01 35.36 30.41 45.0 55.0 35.0 26.93 28.28 7.07 10.77 15.26 22.36 72.11 61.29 47.43 18.11 34.93 37.95 40.02 52.63 22.14 20.81 8.94 63.91 12.37 49.04 54.15 23.35 23.41 20.81 34.99 41.77 35.51 49.09 45.62 44.42 48.33 54.2 16.49 49.03 40.31 29.15 41.34 61.85 53.15 0.0 36.06 49.24 29.83 18.0 43.29 51.48 40.31 58.08 57.01 65.79 46.24 8.06 28.43 45.69 53.6 54.57 41.77 18.44 32.31 19.7 12.04 48.01 52.01 20.62 30.08 48.08 23.02 14.14 54.92 48.76 51.11 46.32 31.62 
69  30.0 50.25 31.62 38.01 23.54 60.75 54.71 67.6 45.35 9.85 21.47 50.7 63.32 40.72 39.81 14.14 18.03 26.93 43.01 54.08 15.0 36.4 55.9 57.01 45.28 55.9 25.0 32.02 20.62 30.41 24.08 35.36 45.34 20.81 20.0 67.08 57.94 59.08 21.63 28.28 10.0 30.36 54.13 47.01 42.11 41.23 30.07 33.96 26.17 28.84 17.46 14.42 15.26 51.42 51.04 39.0 48.27 41.48 43.74 42.38 49.98 27.78 34.99 40.31 47.43 55.58 46.1 60.21 36.06 0.0 15.0 7.07 30.07 67.78 47.43 26.93 36.24 47.01 52.8 64.33 28.02 38.83 12.17 25.94 40.22 48.01 50.99 65.3 30.46 35.0 27.66 29.07 17.46 9.22 54.15 42.54 46.69 52.5 44.92 48.08 45.89 30.0 
70  33.54 50.99 18.03 46.69 9.43 67.42 61.06 76.06 44.18 21.02 35.44 49.04 61.03 37.05 39.62 26.93 10.0 41.23 53.15 63.64 21.21 35.36 50.99 55.0 49.24 64.03 20.0 22.36 22.36 36.06 29.41 47.17 57.45 34.18 35.0 61.85 54.33 61.68 32.45 30.08 12.04 29.61 53.15 55.9 57.08 55.36 15.13 48.66 18.44 18.36 27.2 25.94 29.12 56.82 53.76 41.79 47.17 40.2 43.57 40.01 47.04 37.64 30.15 41.23 54.08 59.62 38.08 60.83 49.24 15.0 0.0 22.02 45.04 74.63 45.0 25.5 26.42 41.77 45.31 68.94 41.23 44.42 3.61 14.42 33.96 50.0 62.01 75.82 38.9 45.61 21.21 20.25 32.25 19.24 55.11 50.45 58.01 50.01 43.05 46.01 45.4 33.54 
71  29.83 50.45 38.08 34.48 30.27 57.72 51.97 63.56 46.62 8.54 15.0 52.0 64.62 43.27 40.85 9.49 23.77 20.12 38.47 49.65 15.65 38.01 58.52 58.31 44.05 52.2 29.07 37.22 22.47 29.07 23.54 30.0 39.62 14.87 13.04 69.64 59.94 58.14 17.72 29.15 14.76 32.25 55.03 43.08 35.06 34.44 37.12 26.93 31.06 34.44 15.0 11.05 9.22 49.25 50.25 38.64 49.4 42.95 44.6 44.29 51.88 24.04 38.29 40.8 44.72 54.01 50.25 60.21 29.83 7.07 22.02 0.0 23.02 64.56 49.19 29.41 41.34 50.0 56.59 62.29 21.93 37.01 19.03 31.95 43.86 47.68 45.8 60.22 27.46 30.41 32.02 34.13 10.44 9.43 54.13 39.29 41.4 54.13 46.52 49.66 46.82 29.83 
72  41.04 59.41 60.53 34.54 53.08 55.73 51.66 57.08 58.69 26.93 13.6 63.7 75.43 58.6 53.04 21.54 45.71 9.43 33.38 43.0 32.7 51.86 73.0 69.53 49.74 48.26 48.47 57.87 39.36 37.54 35.61 23.54 28.28 16.4 10.2 83.45 72.84 63.07 24.08 42.8 36.5 47.43 65.44 39.62 12.04 16.12 60.13 6.71 51.55 55.79 26.93 24.17 18.03 51.26 56.44 47.63 60.88 55.9 55.9 58.14 65.07 27.2 55.57 51.66 45.54 57.38 68.48 67.74 18.0 30.07 45.04 23.02 0.0 61.2 62.24 46.14 61.68 65.8 73.78 63.32 15.65 42.19 42.0 53.94 61.4 55.47 36.22 49.48 31.62 27.51 51.62 54.71 13.15 28.86 62.13 39.22 32.06 66.48 59.41 62.23 58.05 41.04 
73  41.4 32.7 76.38 30.08 75.29 7.21 13.6 8.94 40.71 57.94 53.34 40.5 42.05 49.4 40.8 55.08 66.4 53.0 28.0 18.68 54.12 44.82 51.66 40.79 26.91 13.0 58.73 65.95 52.43 38.59 45.28 38.0 34.21 51.62 63.2 55.08 46.87 22.36 46.84 45.45 63.13 48.08 37.36 22.09 62.36 48.76 85.15 55.58 62.94 67.9 50.33 53.76 56.29 18.38 25.94 34.66 39.4 42.72 38.59 45.28 44.94 40.52 54.2 37.8 20.59 18.79 61.72 30.15 43.29 67.78 74.63 64.56 61.2 0.0 43.86 51.66 66.4 52.8 60.75 12.0 47.04 30.23 71.34 70.04 56.6 30.02 26.57 21.4 37.34 35.23 60.11 64.38 59.54 58.69 30.36 25.3 29.83 43.01 42.94 42.54 38.47 41.4 
74  21.21 11.18 38.08 33.84 40.79 37.95 32.76 50.0 4.12 40.71 48.8 4.47 16.12 8.25 9.22 43.01 35.0 53.15 41.23 45.0 33.54 11.18 11.18 10.0 20.0 40.31 25.0 26.93 26.93 25.0 27.02 44.72 51.24 45.97 57.01 21.21 10.82 22.8 38.18 20.25 38.08 17.09 8.94 38.21 70.8 60.42 49.34 60.61 27.29 30.36 36.4 40.22 46.4 27.46 18.03 16.16 4.47 6.4 7.28 5.1 2.83 35.81 15.3 11.18 30.0 25.08 18.03 18.03 51.48 47.43 45.0 49.19 62.24 43.86 0.0 20.62 25.55 8.94 17.26 33.29 47.8 24.04 43.1 33.96 14.42 14.32 49.5 57.22 31.91 39.81 24.19 26.93 52.01 39.81 14.21 32.56 48.27 5.1 2.83 1.41 6.0 21.21 
75  11.18 25.5 25.0 28.46 23.85 44.55 38.18 54.82 19.03 21.26 32.65 24.19 36.67 13.89 14.14 25.0 15.81 38.08 36.4 44.72 14.14 10.0 29.15 30.41 25.0 43.01 7.07 15.81 7.07 15.81 12.04 35.0 44.28 29.97 39.05 40.31 31.02 36.4 23.09 6.71 17.46 4.12 28.02 36.67 56.46 48.84 33.6 46.24 11.4 16.64 19.24 22.2 28.6 33.3 28.64 17.2 22.02 15.03 18.11 15.52 23.09 24.02 9.43 15.81 32.02 34.99 22.36 35.36 40.31 26.93 25.5 29.41 46.14 51.66 20.62 0.0 18.11 20.62 27.8 44.42 34.21 22.2 23.09 18.38 15.26 24.7 45.88 57.7 22.2 31.14 8.94 13.42 34.21 20.0 29.61 30.41 42.95 25.71 18.25 21.38 20.02 11.18 
76  28.86 35.47 13.15 46.32 18.68 59.64 53.54 70.83 27.02 34.93 48.76 30.02 39.56 17.8 25.61 40.16 18.38 54.57 54.34 62.03 29.12 21.63 27.17 34.54 39.66 59.48 13.34 4.24 23.19 33.73 30.02 53.04 62.39 46.32 53.23 37.05 31.78 47.51 40.31 24.52 26.63 19.92 34.48 54.08 72.8 66.37 25.08 62.82 10.3 8.06 35.69 37.64 43.66 48.26 41.04 32.25 29.41 24.04 28.28 22.02 26.4 42.01 12.21 28.6 48.3 48.17 12.17 43.57 58.08 36.24 26.42 41.34 61.68 66.4 25.55 18.11 0.0 18.68 19.42 57.28 51.48 39.0 26.4 12.08 11.18 36.8 63.79 75.03 40.31 49.25 10.2 7.21 48.85 33.11 39.2 47.76 61.0 29.55 25.0 26.93 29.07 28.86 
77  25.5 20.12 31.78 40.61 36.0 46.82 41.48 58.82 12.37 41.87 52.2 12.81 20.88 7.21 15.13 45.28 32.02 57.14 48.37 53.15 34.71 14.32 9.22 16.12 28.28 48.84 22.47 21.1 27.66 30.08 30.23 50.6 58.05 49.41 59.41 20.25 13.15 31.62 41.88 23.02 37.12 18.44 16.97 46.0 75.29 65.92 43.57 65.0 23.35 25.02 39.05 42.45 48.84 36.14 26.93 23.09 13.42 12.04 15.13 9.06 8.49 40.72 12.08 18.03 38.21 34.01 9.22 26.17 57.01 47.01 41.77 50.0 65.8 52.8 8.94 20.62 18.68 0.0 9.06 42.19 52.35 31.14 40.52 29.0 8.0 23.09 57.08 65.62 37.34 45.88 20.62 22.02 54.49 40.61 23.02 40.05 55.44 11.4 10.2 10.3 14.56 25.5 
78  34.18 28.16 32.06 49.65 38.08 55.08 50.01 67.19 21.1 48.84 60.21 20.25 24.21 15.81 24.19 52.8 36.24 65.37 57.43 62.07 41.87 23.09 10.63 21.4 37.12 57.56 27.8 23.09 34.83 38.9 38.47 59.48 67.08 57.45 66.84 18.11 16.28 38.91 50.12 31.3 42.8 26.42 23.71 55.01 83.65 74.67 44.05 73.36 27.29 27.2 46.87 50.0 56.4 44.72 35.17 32.14 21.59 21.1 24.02 18.11 15.81 49.4 18.44 27.07 47.1 42.06 7.28 32.45 65.79 52.8 45.31 56.59 73.78 60.75 17.26 27.8 19.42 9.06 0.0 49.66 60.84 40.2 44.72 31.32 12.73 31.58 66.12 74.43 46.17 54.82 25.24 25.08 62.01 47.38 30.46 49.09 64.5 17.89 19.03 18.44 23.19 34.18 
79  35.47 22.2 68.25 29.27 68.26 10.0 11.7 20.4 30.61 54.74 53.34 29.53 30.07 39.7 31.89 53.08 59.94 54.34 30.46 24.76 49.73 36.24 40.16 29.12 19.7 17.69 51.31 57.38 46.62 33.96 40.52 39.85 39.12 51.16 63.39 43.1 35.17 10.77 45.01 38.91 58.19 40.5 26.0 24.17 66.64 53.24 77.94 58.52 55.22 59.82 47.38 51.24 55.0 13.04 16.28 27.29 28.84 33.24 29.0 35.47 34.0 39.01 45.28 29.21 18.11 9.43 51.31 18.25 46.24 64.33 68.94 62.29 63.32 12.0 33.29 44.42 57.28 42.19 49.66 0.0 48.05 25.5 65.92 62.43 46.86 20.52 32.65 31.78 35.01 35.9 52.2 56.22 59.14 55.11 19.24 24.33 34.67 31.78 32.8 31.91 28.43 35.47 
80  26.93 44.05 53.34 18.97 47.3 41.05 36.5 44.15 44.05 20.25 7.21 48.84 60.21 45.18 38.6 14.32 38.47 6.32 19.1 29.83 23.02 38.08 58.82 54.45 34.13 34.06 38.21 48.17 28.28 22.8 22.47 9.22 17.8 7.21 16.28 68.88 58.14 47.42 11.18 29.55 30.08 34.54 50.25 25.0 23.02 15.0 55.97 12.81 42.05 47.0 16.0 15.52 12.81 35.74 40.82 32.53 46.01 41.62 41.11 44.1 50.61 12.04 43.32 36.88 30.08 41.79 56.3 52.15 8.06 28.02 41.23 21.93 15.65 47.04 47.8 34.21 51.48 52.35 60.84 48.05 0.0 26.63 37.7 46.17 49.04 40.0 24.6 38.95 16.28 12.17 41.3 45.1 13.42 22.14 46.62 23.77 20.12 51.74 45.0 47.63 43.19 26.93 
81  11.31 17.69 47.2 9.85 45.28 23.02 16.64 32.65 19.92 29.27 30.08 23.71 33.97 25.02 16.03 28.07 36.24 32.76 17.26 23.09 24.35 18.25 35.11 28.6 7.62 20.81 29.21 37.59 22.2 8.54 15.23 21.4 27.2 27.51 39.85 43.91 33.12 21.59 20.4 15.62 33.11 19.24 24.21 15.3 48.8 37.2 55.17 39.05 33.6 38.83 22.02 26.0 30.41 12.65 14.32 8.06 21.02 19.1 16.76 22.09 26.57 15.23 27.2 13.15 9.9 17.0 38.12 25.55 28.43 38.83 44.42 37.01 42.19 30.23 24.04 22.2 39.0 31.14 40.2 25.5 26.63 0.0 41.18 40.46 31.4 13.45 26.0 36.06 10.77 16.4 31.06 35.51 35.17 29.61 20.0 9.06 24.33 26.83 21.59 23.41 18.38 11.31 
82  30.46 48.51 19.7 43.19 11.4 64.14 57.8 72.62 42.01 17.46 32.02 47.01 59.21 35.36 37.22 23.41 8.54 37.85 49.58 60.11 17.69 33.06 49.73 53.08 46.24 60.61 18.25 22.2 19.31 32.76 26.08 43.57 53.85 30.68 32.06 60.73 52.77 58.94 28.84 27.2 8.49 27.17 51.01 52.4 54.01 51.92 18.44 45.4 17.46 18.44 23.6 22.36 25.71 53.67 50.96 38.9 45.01 38.01 41.19 38.05 45.28 34.06 28.64 38.64 50.77 56.65 37.59 58.42 45.69 12.17 3.61 19.03 42.0 71.34 43.1 23.09 26.4 40.52 44.72 65.92 37.7 41.18 0.0 14.87 32.89 47.3 58.41 72.25 35.38 42.01 19.92 19.72 29.07 15.65 52.61 47.01 54.41 48.17 41.01 44.05 43.1 30.46 
83  29.21 42.05 7.28 45.65 7.0 62.94 56.57 73.11 34.18 27.17 42.05 38.33 49.37 25.71 30.89 33.06 8.25 48.04 53.23 62.43 23.19 26.42 38.05 43.74 43.28 61.22 11.31 8.25 19.7 33.29 27.73 49.73 59.77 40.0 44.64 48.51 42.05 53.71 35.51 24.84 17.46 22.02 42.72 54.38 65.62 61.13 15.65 56.14 7.21 4.12 30.27 31.0 36.22 51.66 46.32 35.47 37.0 30.46 34.44 29.41 35.51 38.9 18.68 33.29 50.33 53.01 24.04 51.26 53.6 25.94 14.42 31.95 53.94 70.04 33.96 18.38 12.08 29.0 31.32 62.43 46.17 40.46 14.87 0.0 21.0 42.19 62.65 75.29 38.48 46.82 10.3 7.07 40.79 25.18 46.1 48.26 59.24 38.64 32.57 35.17 35.85 29.21 
84  23.19 24.76 24.04 40.01 28.0 50.12 44.28 61.74 16.28 36.12 47.89 18.87 28.64 7.21 16.16 40.22 24.35 53.23 48.04 54.34 29.21 13.15 17.12 23.41 30.46 50.92 15.26 13.15 22.2 28.16 26.57 48.66 57.08 45.18 54.2 27.89 21.1 36.77 38.08 19.65 30.23 14.56 23.32 46.69 71.59 63.32 35.69 61.33 15.52 17.03 34.48 37.44 43.83 38.91 30.81 23.77 18.44 13.89 18.03 11.4 15.23 38.08 5.83 19.31 39.85 38.01 7.28 32.45 54.57 40.22 33.96 43.86 61.4 56.6 14.42 15.26 11.18 8.0 12.73 46.86 49.04 31.4 32.89 21.0 0.0 26.63 57.22 67.19 35.36 44.28 13.0 14.04 49.41 34.66 28.32 40.45 55.01 18.38 14.14 15.81 18.44 23.19 
85  18.03 4.47 47.8 22.8 48.3 23.77 18.44 35.74 10.77 39.32 42.94 12.04 20.62 19.42 11.4 39.56 40.5 46.04 29.07 31.14 33.02 15.81 24.08 15.65 6.71 26.08 31.3 36.88 28.28 18.97 24.19 34.71 39.36 40.25 52.39 31.38 20.88 11.7 32.7 20.22 40.31 20.62 11.18 25.0 62.24 50.45 57.8 52.5 34.99 39.41 32.98 37.11 42.38 13.15 4.24 9.06 10.05 12.81 8.6 15.26 16.03 28.3 24.76 8.94 16.28 11.4 31.78 12.65 41.77 48.01 50.0 47.68 55.47 30.02 14.32 24.7 36.8 23.09 31.58 20.52 40.0 13.45 47.3 42.19 26.63 0.0 36.4 43.05 23.85 29.73 31.91 35.81 47.54 39.12 6.71 20.12 35.85 15.13 13.0 13.15 8.54 18.03 
86  34.93 40.8 69.86 17.46 65.86 23.02 22.02 21.02 45.4 41.73 31.76 48.27 55.95 51.01 42.01 36.88 56.44 29.41 9.49 8.06 41.05 44.1 60.21 51.87 29.83 15.0 52.2 61.68 42.95 30.08 34.93 15.81 8.0 31.06 40.5 67.68 57.28 37.44 29.73 39.29 50.0 43.93 47.43 11.4 35.9 22.36 75.47 30.02 56.65 62.03 34.83 36.77 36.62 25.06 34.54 34.01 45.89 45.04 42.3 48.04 51.79 24.41 52.61 39.05 20.25 31.06 64.07 44.78 18.44 50.99 62.01 45.8 36.22 26.57 49.5 45.88 63.79 57.08 66.12 32.65 24.6 26.0 58.41 62.65 57.22 36.4 0.0 14.42 24.17 16.4 54.71 59.14 38.01 43.19 41.23 17.03 4.47 51.42 47.27 48.66 43.57 34.93 
87  46.52 47.0 82.37 29.68 79.06 22.14 25.08 12.73 53.34 55.9 46.14 55.01 60.02 60.42 51.2 51.22 69.63 43.46 22.67 13.0 54.67 54.12 67.0 57.22 37.34 17.0 64.41 73.41 55.76 42.06 47.71 30.23 21.54 45.49 54.63 72.69 63.13 40.02 43.86 50.99 63.78 55.15 53.08 21.02 47.0 34.23 88.81 42.95 68.88 74.24 48.8 50.99 51.04 30.0 40.01 43.42 53.08 53.94 50.49 56.89 59.08 38.21 63.25 48.05 27.46 34.37 73.55 48.05 32.31 65.3 75.82 60.22 49.48 21.4 57.22 57.7 75.03 65.62 74.43 31.78 38.95 36.06 72.25 75.29 67.19 43.05 14.42 0.0 37.2 30.41 66.64 71.11 52.35 57.28 46.17 27.31 18.87 58.0 55.44 56.14 51.24 46.52 
88  12.17 27.8 45.69 7.81 41.88 30.36 24.52 37.44 28.02 20.62 19.31 32.65 43.93 30.36 22.83 18.11 32.45 22.2 14.76 24.76 17.69 23.09 43.05 38.18 18.38 25.55 28.16 37.85 18.79 7.28 10.77 13.34 22.09 16.76 29.12 52.8 42.01 32.28 10.0 16.0 26.91 21.02 33.97 17.03 39.05 28.64 51.61 29.0 32.57 37.95 13.0 16.49 20.02 22.0 25.08 16.28 29.83 25.94 25.0 28.64 34.67 4.47 30.07 20.81 17.26 27.29 42.58 36.24 19.7 30.46 38.9 27.46 31.62 37.34 31.91 22.2 40.31 37.34 46.17 35.01 16.28 10.77 35.38 38.48 35.36 23.85 24.17 37.2 0.0 9.0 30.81 35.17 24.52 21.47 30.53 12.08 20.88 35.61 29.15 31.62 27.02 12.17 
89  21.1 34.06 54.08 7.21 49.65 29.0 24.33 33.24 35.78 25.5 18.11 39.96 50.33 39.05 31.02 21.1 40.25 18.44 8.06 19.24 24.7 31.78 50.99 45.0 23.35 22.36 36.88 46.69 27.2 16.12 19.42 5.0 13.15 16.49 28.02 60.21 49.4 35.85 13.45 25.0 33.6 30.02 40.61 13.15 32.65 20.81 59.17 23.32 41.23 46.57 18.44 20.62 21.54 23.77 29.83 23.71 37.22 34.18 32.65 37.0 42.49 8.06 39.05 28.64 18.03 29.97 51.48 41.23 12.04 35.0 45.61 30.41 27.51 35.23 39.81 31.14 49.25 45.88 54.82 35.9 12.17 16.4 42.01 46.82 44.28 29.73 16.4 30.41 9.0 0.0 39.62 43.93 24.33 26.87 36.07 11.7 12.53 43.05 37.16 39.36 34.48 21.1 
90  20.12 31.78 16.28 37.34 16.76 53.08 46.75 63.6 24.04 25.06 38.6 28.44 40.01 16.03 20.59 30.08 11.4 44.38 45.22 53.67 18.97 16.12 29.83 34.13 33.24 51.87 3.16 7.07 13.04 24.7 20.22 43.19 52.77 36.14 43.42 40.8 33.14 43.42 30.15 15.65 17.69 12.04 32.76 45.62 62.64 56.22 25.94 52.63 3.16 7.81 25.5 27.51 33.62 41.73 36.06 25.46 26.93 20.25 24.17 19.42 26.02 32.14 9.0 23.02 40.8 42.8 18.44 41.11 48.01 27.66 21.21 32.02 51.62 60.11 24.19 8.94 10.2 20.62 25.24 52.2 41.3 31.06 19.92 10.3 13.0 31.91 54.71 66.64 30.81 39.62 0.0 4.47 38.91 23.32 35.85 39.36 51.66 29.07 22.56 25.32 25.63 20.12 
91  24.6 35.36 12.04 41.79 14.04 57.38 51.09 68.01 27.31 27.86 41.98 31.32 42.3 18.68 24.41 33.24 11.4 47.85 49.65 58.14 22.36 20.0 31.14 36.67 37.48 56.3 7.07 3.16 17.03 29.15 24.52 47.38 57.07 39.62 46.1 41.77 35.01 47.17 34.01 20.12 19.42 16.4 35.74 50.09 65.97 60.07 22.47 56.09 3.16 3.61 29.15 30.81 36.69 46.01 40.0 29.73 30.08 23.71 27.78 22.47 28.44 36.35 11.7 27.02 45.22 46.86 17.89 44.38 52.01 29.07 20.25 34.13 54.71 64.38 26.93 13.42 7.21 22.02 25.08 56.22 45.1 35.51 19.72 7.07 14.04 35.81 59.14 71.11 35.17 43.93 4.47 0.0 41.79 26.0 39.36 43.83 56.04 31.58 25.63 28.16 29.07 24.6 
92  31.06 50.99 47.38 30.0 40.01 53.15 48.0 57.28 48.83 13.93 6.32 54.08 66.37 47.38 43.01 9.22 32.56 10.0 32.02 43.01 20.25 41.11 62.29 60.21 42.72 46.69 35.78 44.94 27.2 28.64 25.0 22.47 31.06 8.0 5.0 73.11 62.8 56.75 14.87 31.89 23.35 36.07 56.44 37.48 25.02 24.19 47.38 16.49 38.63 42.72 15.62 12.04 5.66 46.27 49.34 38.91 51.31 45.61 46.32 47.51 54.82 20.22 43.6 42.19 41.05 51.79 56.3 60.17 20.62 17.46 32.25 10.44 13.15 59.54 52.01 34.21 48.85 54.49 62.01 59.14 13.42 35.17 29.07 40.79 49.41 47.54 38.01 52.35 24.52 24.33 38.91 41.79 0.0 15.81 54.23 35.0 33.54 56.61 49.2 52.2 48.55 31.06 
93  21.1 41.59 32.02 29.15 25.32 51.62 45.54 58.83 37.34 2.0 17.03 42.72 55.36 33.84 31.62 8.06 17.03 23.02 34.71 45.61 6.32 28.64 49.09 49.04 36.12 47.01 20.25 29.15 13.04 21.21 15.0 28.02 38.28 15.3 20.12 60.21 50.54 50.01 13.45 19.92 8.06 22.83 45.88 38.28 40.45 36.67 33.84 31.02 22.85 26.93 8.6 6.71 11.05 42.2 42.0 30.07 40.16 33.62 35.44 34.89 42.49 19.21 29.0 31.78 38.28 46.39 41.23 51.48 30.08 9.22 19.24 9.43 28.86 58.69 39.81 20.0 33.11 40.61 47.38 55.11 22.14 29.61 15.65 25.18 34.66 39.12 43.19 57.28 21.47 26.87 23.32 26.0 15.81 0.0 45.4 33.54 39.05 44.78 37.16 40.31 37.64 21.1 
94  24.33 4.12 51.11 29.0 52.55 25.18 21.1 37.34 12.21 45.71 49.65 10.3 14.76 21.4 15.52 46.17 45.35 52.7 34.67 35.17 39.2 19.92 21.38 11.05 12.73 29.27 35.74 39.96 34.01 25.63 30.59 41.01 44.94 46.96 59.09 26.68 17.0 8.6 39.4 26.0 46.04 25.5 7.07 29.97 68.68 56.64 61.74 59.03 39.0 42.94 39.56 43.68 49.04 16.49 6.71 15.52 9.9 15.65 11.7 17.2 14.76 34.99 27.78 14.04 21.02 12.04 32.2 6.08 48.08 54.15 55.11 54.13 62.13 30.36 14.21 29.61 39.2 23.02 30.46 19.24 46.62 20.0 52.61 46.1 28.32 6.71 41.23 46.17 30.53 36.07 35.85 39.36 54.23 45.4 0.0 25.81 41.18 12.65 14.21 12.81 10.3 24.33 
95  19.24 24.6 55.23 5.0 52.5 18.44 13.0 25.61 28.44 32.7 29.07 31.62 40.5 34.06 25.0 29.83 43.19 30.08 8.94 14.32 29.41 27.29 43.42 35.78 13.42 13.6 37.22 46.1 29.07 15.0 21.21 16.12 19.24 27.0 39.12 51.48 40.85 24.41 21.59 23.71 38.6 27.86 31.3 6.32 43.83 31.14 62.37 34.89 41.68 47.01 25.08 28.46 31.26 12.08 19.21 17.0 29.12 28.02 25.32 31.02 34.93 15.3 36.14 22.02 6.32 18.36 47.17 30.41 23.02 42.54 50.45 39.29 39.22 25.3 32.56 30.41 47.76 40.05 49.09 24.33 23.77 9.06 47.01 48.26 40.45 20.12 17.03 27.31 12.08 11.7 39.36 43.83 35.0 33.54 25.81 0.0 15.81 34.79 30.27 31.78 26.68 19.24 
96  32.25 40.31 66.48 15.0 62.18 25.5 23.43 25.02 44.15 37.54 27.29 47.43 55.95 49.09 40.31 32.56 52.77 25.0 7.07 11.18 37.22 42.01 59.2 51.48 29.15 17.46 49.04 58.69 39.56 27.29 31.62 11.4 4.47 26.63 36.06 67.23 56.65 38.29 25.61 36.5 46.04 41.3 47.01 11.4 32.57 18.97 71.69 26.02 53.45 58.82 30.81 32.56 32.2 25.61 34.48 32.39 44.92 43.42 41.0 46.39 50.7 20.59 50.16 37.48 20.25 31.89 62.01 45.22 14.14 46.69 58.01 41.4 32.06 29.83 48.27 42.95 61.0 55.44 64.5 34.67 20.12 24.33 54.41 59.24 55.01 35.85 4.47 18.87 20.88 12.53 51.66 56.04 33.54 39.05 41.18 15.81 0.0 50.6 45.89 47.54 42.45 32.25 
97  25.61 11.0 42.38 36.67 45.54 37.66 33.06 49.82 7.81 45.62 53.15 3.16 11.05 13.04 13.6 47.71 40.01 57.28 43.66 46.27 38.48 16.16 9.0 5.1 21.59 41.0 30.02 31.32 31.95 29.0 31.62 48.02 53.85 50.33 61.61 17.2 6.4 21.02 42.52 25.06 43.17 22.14 5.83 40.02 74.65 63.81 53.85 64.54 32.14 34.93 41.05 44.94 51.04 28.0 18.03 19.42 5.83 11.18 10.63 10.2 3.16 39.7 20.1 14.87 31.4 24.52 20.52 14.87 54.92 52.5 50.01 54.13 66.48 43.01 5.1 25.71 29.55 11.4 17.89 31.78 51.74 26.83 48.17 38.64 18.38 15.13 51.42 58.0 35.61 43.05 29.07 31.58 56.61 44.78 12.65 34.79 50.6 0.0 7.62 4.47 8.6 25.61 
